DEPART_NORMAL__HDDS_FROM_XN__BASE_OF_65_F,COLDEST_WIND_CHILL__F,NORMAL_GROWING_DEGREE_DAYS_XN__BASE_OF_50_F,DEPART_NORMAL__EDDS_FROM_XN__BASE_OF_65_F,COLDEST_WINDCHILL_TEMP__F,MINIMUM_FEELS_LIKE_TEMP__F,AVG_HEAT_INDEX_TEMP_ALL_HOURS__F,AVG_DAILY_TEMP_ALL_HOURS__F,LOWEST_WET_BULB_TEMP__F,NORMAL_AVG_DAILY_WET_BULB_TEMP_ALL_HOURS__F,AVG_DAILY_TEMP_ALL_HOURS__F
5.4,39.0,5.0,5.8,35.2,35.2,49.1,49.5,37.8,50.5,49.5
4.5,39.0,5.0,4.9,35.2,35.2,50.9,51.3,37.8,50.7,51.3
0.5,43.0,5.0,0.5,36.3,36.3,54.1,54.5,41.7,50.7,54.5
2.9,43.0,5.4,3.1,43.0,43.0,52.7,52.9,41.7,51.1,52.9
-2.2,46.0,5.4,-2.3,42.6,42.6,56.8,57.2,44.6,51.3,57.2
0.0,45.0,5.4,0.0,41.9,41.9,55.6,55.8,43.7,51.3,55.8
0.0,41.0,5.4,0.0,40.5,40.5,54.3,54.9,39.7,51.4,54.9
5.8,39.0,5.4,6.5,31.5,31.5,48.7,49.1,38.1,51.4,49.1
6.5,37.9,5.4,7.7,29.8,29.8,48.7,49.1,37.0,51.4,49.1
3.4,39.0,5.4,4.0,30.9,30.9,52.5,52.7,38.1,51.6,52.7
2.2,44.1,6.1,2.2,41.2,41.2,53.4,53.8,42.6,52.0,53.8
-0.5,41.0,6.5,-0.5,35.8,35.8,55.4,55.9,39.7,52.2,55.9
7.0,37.9,6.5,7.4,34.5,34.5,50.4,50.5,37.0,52.2,50.5
1.1,44.1,6.5,1.3,40.6,40.6,55.6,55.8,43.2,52.3,55.8
-2.2,46.0,6.5,-2.2,42.4,42.4,58.6,59.0,45.1,52.3,59.0
-1.4,48.9,6.5,-1.6,46.4,46.4,58.1,58.3,48.0,52.3,58.3
-1.4,46.9,6.5,-1.6,46.9,46.9,57.0,57.4,45.5,52.3,57.4
2.0,45.0,6.5,2.2,43.5,43.5,54.1,54.5,44.1,52.3,54.5
0.0,45.0,6.5,0.0,41.7,41.7,56.1,56.5,44.4,52.5,56.5
-1.1,45.0,6.5,-1.1,41.2,41.2,58.3,58.5,44.4,52.5,58.5
-4.0,51.1,6.5,-4.3,48.9,48.9,59.9,60.3,50.4,52.9,60.3
2.5,50.0,7.6,2.7,47.7,47.7,55.0,55.2,48.4,53.2,55.2
-0.4,46.9,7.6,-0.4,44.1,44.1,57.0,57.4,45.5,53.2,57.4
0.5,45.0,7.6,0.5,43.5,43.5,56.3,56.8,44.6,53.4,56.8
1.1,45.0,7.6,1.1,43.5,43.5,56.8,57.2,44.6,53.4,57.2
-5.9,48.9,7.6,-6.7,45.5,45.5,63.1,63.0,48.4,53.6,63.0
-5.9,46.9,7.6,-6.3,44.1,44.1,63.9,63.5,46.6,53.6,63.5
4.7,48.0,7.6,4.9,44.8,44.8,53.4,53.4,47.1,53.8,53.4
4.7,50.0,7.6,5.0,48.2,48.2,52.7,52.9,48.4,53.8,52.9
2.5,48.9,7.6,2.7,46.9,46.9,55.4,55.4,48.0,53.8,55.4
-6.8,50.0,7.6,-7.4,50.0,50.0,63.5,63.5,48.9,53.8,63.5
-0.4,46.9,7.6,-0.4,40.5,40.5,57.4,57.9,46.6,53.8,57.9
0.0,46.0,7.9,0.0,46.0,46.0,58.1,58.3,45.1,54.0,58.3
-0.5,48.0,8.5,-0.5,46.9,46.9,59.4,59.5,47.1,54.1,59.5
-1.1,51.1,8.5,-1.1,48.7,48.7,59.2,59.5,50.0,54.3,59.5
3.4,46.0,8.5,3.6,46.0,46.0,54.5,54.7,44.6,54.3,54.7
5.4,44.1,8.5,5.8,44.1,44.1,53.1,53.2,43.2,54.1,53.2
3.1,45.0,8.5,3.2,42.3,42.3,55.2,55.6,44.1,54.1,55.6
-0.5,46.0,8.5,-0.5,46.0,46.0,58.8,59.2,45.1,54.3,59.2
-0.2,48.0,8.5,-0.2,46.4,46.4,59.0,59.2,47.1,54.3,59.2
-2.0,50.0,8.5,-2.2,48.2,48.2,59.4,59.7,48.4,54.3,59.7
-0.5,46.9,8.5,-0.5,46.4,46.4,57.9,58.3,45.5,54.3,58.3
2.5,45.0,8.5,2.5,42.3,42.3,55.4,55.8,44.1,54.5,55.8
2.5,45.0,9.0,2.7,43.5,43.5,55.6,55.9,43.5,54.5,55.9
2.0,44.1,9.0,2.3,40.3,40.3,56.3,56.8,42.6,54.5,56.8
2.0,45.0,9.5,2.3,37.9,37.9,58.1,58.3,43.9,54.9,58.3
-0.5,52.0,9.5,-0.7,47.1,47.1,59.9,60.1,50.9,54.9,60.1
-4.9,54.0,9.5,-5.4,52.3,52.3,64.0,63.7,52.9,54.9,63.7
-5.4,53.1,9.5,-5.9,50.2,50.2,65.7,65.3,52.0,54.9,65.3
-4.9,53.1,9.5,-5.2,51.8,51.8,64.2,63.9,52.0,54.7,63.9
-5.4,53.1,9.5,-5.8,51.3,51.3,69.1,68.0,52.0,54.9,68.0
-4.5,51.1,9.5,-4.9,48.9,48.9,63.7,63.5,50.0,54.9,63.5
1.1,50.0,9.5,1.3,47.1,47.1,57.6,57.7,48.4,54.9,57.7
0.9,48.0,9.5,1.1,44.8,44.8,57.9,58.1,46.9,55.0,58.1
-1.4,48.0,9.5,-1.6,46.8,46.8,59.0,59.5,46.6,55.2,59.5
3.1,46.0,10.1,3.2,46.0,46.0,56.5,56.8,44.6,55.4,56.8
0.7,48.9,10.1,0.7,45.5,45.5,58.1,58.5,47.5,55.4,58.5
3.6,48.0,10.1,3.8,45.5,45.5,56.5,56.7,46.6,55.4,56.7
0.7,52.0,10.1,0.9,49.3,49.3,58.5,58.6,50.4,55.4,58.6
2.5,48.9,10.1,2.7,48.6,48.6,56.3,56.7,47.5,55.4,56.7
6.5,46.9,10.1,6.8,46.9,46.9,53.4,53.4,46.0,55.8,53.4
1.6,48.9,10.1,1.8,45.9,45.9,57.6,57.7,47.5,55.8,57.7
0.4,50.0,10.4,0.4,50.0,50.0,59.0,59.4,48.9,55.9,59.4
-1.1,46.0,10.4,-1.1,46.0,46.0,59.4,59.9,44.6,55.9,59.9
7.9,43.0,10.4,8.3,41.2,41.2,54.9,54.7,42.6,55.9,54.7
-4.5,53.1,10.4,-4.7,53.1,53.1,64.6,64.6,52.0,55.9,64.6
-2.2,51.1,10.4,-2.3,51.1,51.1,61.7,61.5,50.5,55.9,61.5
-2.5,52.0,10.4,-2.5,49.1,49.1,61.7,61.5,50.9,55.9,61.5
0.4,50.0,10.4,0.4,47.7,47.7,58.1,58.5,48.9,55.9,58.5
0.0,43.0,10.4,0.0,39.4,39.4,58.1,58.5,42.4,56.1,58.5
3.6,39.9,10.1,3.8,35.6,35.6,57.0,56.8,39.6,55.9,56.8
-2.0,51.1,10.1,-2.2,49.5,49.5,60.4,60.6,50.5,55.9,60.6
-2.9,50.0,10.1,-3.1,49.6,49.6,61.7,61.5,49.5,55.9,61.5
-4.5,50.0,10.4,-4.7,46.8,46.8,65.1,64.4,48.9,55.9,64.4
-1.6,53.1,10.4,-1.6,52.3,52.3,60.6,60.8,52.0,55.9,60.8
-0.5,52.0,10.4,-0.5,50.0,50.0,59.4,59.5,50.5,55.9,59.5
0.4,50.0,10.4,0.4,48.6,48.6,58.3,58.6,48.4,55.8,58.6
1.1,48.9,10.4,1.1,46.6,46.6,57.7,58.1,47.5,55.8,58.1
0.9,48.0,10.4,1.1,46.9,46.9,58.1,58.5,46.6,55.8,58.5
0.4,48.9,10.4,0.4,48.9,48.9,58.3,58.6,47.5,55.8,58.6
0.4,48.0,10.4,0.4,45.3,45.3,58.3,58.6,46.6,55.8,58.6
0.9,48.0,10.4,1.1,47.1,47.1,58.8,59.0,46.6,55.8,59.0
-0.5,52.0,10.4,-0.5,50.5,50.5,60.1,60.3,50.4,55.8,60.3
0.0,53.1,10.4,0.0,50.5,50.5,59.7,59.9,51.4,55.8,59.9
0.0,43.0,10.4,0.0,43.0,43.0,58.8,59.4,41.7,55.8,59.4
4.3,41.0,10.4,4.5,38.8,38.8,56.8,57.0,40.1,55.8,57.0
-2.2,54.0,10.4,-2.3,54.0,54.0,61.5,61.9,52.9,55.8,61.9
-1.1,55.0,10.4,-1.1,55.0,55.0,61.0,61.2,54.0,55.8,61.2
-0.5,54.0,10.4,-0.5,54.0,54.0,59.9,60.3,52.5,55.8,60.3
-1.1,53.1,10.4,-1.3,50.9,50.9,60.4,60.8,52.0,55.8,60.8
-1.1,53.1,10.4,-1.1,51.3,51.3,60.6,60.8,52.0,55.8,60.8
-2.2,53.1,10.4,-2.2,51.3,51.3,60.8,61.2,52.0,55.8,61.2
-2.2,51.1,10.4,-2.3,51.1,51.1,61.2,61.0,50.0,55.8,61.0
0.0,48.9,10.4,0.0,45.9,45.9,59.7,59.9,48.0,55.8,59.9
-1.4,50.0,10.4,-1.4,50.0,50.0,60.1,60.4,48.6,55.8,60.4
-1.4,48.0,10.4,-1.6,48.0,48.0,62.2,61.7,46.6,55.8,61.7
-4.0,54.0,10.4,-4.3,51.8,51.8,63.3,63.1,52.3,55.8,63.1
-3.6,52.0,10.4,-4.0,51.8,51.8,63.9,63.3,50.4,55.8,63.3
-2.2,54.0,10.4,-2.2,53.6,53.6,61.0,61.2,52.9,55.8,61.2
-2.5,52.0,10.4,-2.7,49.6,49.6,62.2,61.9,50.9,55.8,61.9
-3.4,52.0,10.1,-3.6,52.0,52.0,63.3,63.0,51.4,55.6,63.0
-2.0,55.0,10.1,-2.2,54.7,54.7,61.0,61.2,54.3,55.6,61.2
-2.5,52.0,10.1,-2.5,52.0,52.0,60.6,61.0,51.4,55.6,61.0
1.1,50.0,10.1,1.1,48.6,48.6,58.3,58.5,49.5,55.6,58.5
3.1,52.0,10.1,3.2,48.6,48.6,56.1,56.3,50.4,55.6,56.3
0.5,51.1,10.1,0.5,50.9,50.9,58.5,58.6,50.5,55.8,58.6
-3.4,51.1,10.1,-3.6,49.5,49.5,63.0,62.6,50.5,55.8,62.6
2.2,50.0,10.1,2.2,46.8,46.8,56.8,57.0,49.5,55.8,57.0
-1.8,48.9,10.1,-2.0,46.8,46.8,62.1,61.7,48.4,55.8,61.7
-2.5,52.0,10.1,-2.7,51.6,51.6,60.8,61.2,51.4,55.8,61.2
-3.4,50.0,10.1,-3.6,49.5,49.5,63.3,63.0,49.5,55.9,63.0
-1.8,54.0,10.1,-2.0,54.0,54.0,60.6,61.0,53.4,55.9,61.0
2.2,52.0,10.1,2.3,50.0,50.0,57.4,57.6,51.4,55.9,57.6
-0.9,52.0,10.1,-0.9,51.3,51.3,59.4,59.7,50.9,55.8,59.7
3.1,50.0,10.1,3.2,48.2,48.2,56.3,56.5,48.9,55.8,56.5
0.0,50.0,10.1,0.0,50.0,50.0,58.8,59.0,48.9,55.8,59.0
-1.8,50.0,10.1,-1.8,47.7,47.7,61.0,60.8,48.9,55.6,60.8
0.0,50.0,10.1,0.0,49.5,49.5,59.4,59.5,48.9,55.4,59.5
-4.9,53.1,10.1,-5.2,49.1,49.1,68.7,67.5,51.4,55.2,67.5
2.5,54.0,10.1,2.5,54.0,54.0,57.6,57.7,52.3,55.2,57.7
-0.4,55.9,10.1,-0.4,55.9,55.9,59.9,59.9,53.8,55.0,59.9
-0.9,48.9,9.5,-0.9,48.9,48.9,59.2,59.5,48.0,54.9,59.5
3.6,46.9,9.5,3.8,43.5,43.5,54.9,55.0,45.9,54.7,55.0
3.6,46.9,9.5,4.0,39.4,39.4,55.9,56.1,45.9,54.7,56.1
0.2,52.0,9.5,0.4,52.0,52.0,58.6,58.8,50.4,54.7,58.8
-3.1,53.1,9.5,-3.4,50.5,50.5,61.7,61.9,51.4,54.7,61.9
-5.4,55.0,9.5,-6.5,50.7,50.7,65.8,65.3,54.0,54.5,65.3
-5.4,55.9,9.5,-6.1,51.8,51.8,67.1,66.7,54.7,54.5,66.7
-5.4,54.0,9.5,-5.9,51.3,51.3,74.5,71.2,52.9,54.5,71.2
-5.4,50.0,9.5,-5.8,50.0,50.0,64.6,64.2,48.9,54.3,64.2
1.1,46.9,9.5,1.1,44.1,44.1,56.3,56.8,45.5,54.5,56.8
7.0,45.0,9.5,7.9,38.8,38.8,51.1,51.3,43.0,54.5,51.3
1.6,43.0,9.5,1.8,37.8,37.8,56.1,56.1,41.5,54.3,56.1
0.2,43.0,9.5,0.2,39.9,39.9,58.1,57.9,41.5,54.1,57.9
-1.1,45.0,9.0,-1.1,45.0,45.0,59.0,58.8,44.1,54.0,58.8
-1.4,48.0,9.0,-1.6,43.5,43.5,60.8,60.4,47.1,53.8,60.4
-5.9,55.0,9.0,-6.1,55.0,55.0,67.1,66.6,54.0,53.8,66.6
-5.9,54.0,9.0,-6.5,51.3,51.3,70.2,68.5,52.3,53.8,68.5
-4.0,51.1,9.0,-4.1,48.0,48.0,61.3,61.0,49.5,53.8,61.0
4.0,48.9,8.5,4.1,47.7,47.7,53.4,53.6,47.5,53.6,53.6
6.5,39.9,8.5,6.8,39.9,39.9,50.7,51.3,39.0,53.4,51.3
10.4,39.0,8.5,11.2,34.0,34.0,47.7,47.8,38.1,53.4,47.8
4.5,44.1,8.5,4.5,41.7,41.7,55.2,55.0,42.6,53.2,55.0
-0.9,48.9,8.5,-0.9,48.9,48.9,58.3,58.6,47.8,53.2,58.6
-1.6,48.0,8.5,-1.6,45.3,45.3,58.3,58.6,46.6,53.1,58.6
2.9,48.0,7.9,3.1,48.0,48.0,53.6,53.8,46.6,52.9,53.8
2.5,46.9,7.9,2.7,46.9,46.9,54.5,54.7,46.0,52.9,54.7
2.5,48.9,7.6,2.5,48.9,48.9,54.5,54.5,48.0,52.7,54.5
3.1,51.1,7.6,3.1,51.1,51.1,54.5,54.5,49.5,52.7,54.5
1.4,52.0,7.6,1.4,51.8,51.8,55.0,55.2,50.9,52.7,55.2
3.1,51.1,7.6,3.2,49.6,49.6,53.8,53.8,49.5,52.7,53.8
1.4,48.9,7.6,1.4,45.5,45.5,54.5,54.7,48.0,52.7,54.7
-2.2,46.0,6.8,-2.3,43.0,43.0,55.9,56.3,45.1,52.5,56.3
3.8,44.1,6.8,4.0,44.1,44.1,51.4,51.8,43.2,52.3,51.8
2.3,44.1,6.8,2.5,42.3,42.3,52.2,52.5,43.2,52.0,52.5
2.5,43.0,6.5,2.7,39.4,39.4,53.1,53.2,41.7,51.8,53.2
4.0,45.0,6.5,4.3,41.2,41.2,50.9,51.1,43.5,51.6,51.1
1.4,44.1,6.5,1.6,40.6,40.6,52.5,52.9,43.2,51.6,52.9
-0.4,43.0,6.1,-0.4,39.4,39.4,54.1,54.5,42.1,51.3,54.5
-0.9,44.1,6.1,-1.1,39.6,39.6,56.1,56.1,42.6,51.1,56.1
1.6,50.0,6.1,1.8,45.1,45.1,55.0,55.0,48.4,51.1,55.0
-5.4,55.0,6.1,-5.9,52.5,52.5,60.8,61.0,52.9,50.9,61.0
-9.5,57.9,5.4,-10.6,55.4,55.4,66.6,66.0,56.3,50.5,66.0
-5.9,57.0,5.0,-6.7,53.1,53.1,60.6,60.8,55.9,50.4,60.8
-6.8,55.0,5.0,-7.6,55.0,55.0,60.6,61.0,53.4,50.4,61.0
-5.4,54.0,5.0,-5.6,52.3,52.3,60.3,60.3,52.9,50.2,60.3
-7.4,46.9,5.0,-7.9,43.5,43.5,60.6,61.2,46.0,50.2,61.2
-1.4,45.0,4.5,-1.6,40.1,40.1,54.3,54.5,44.1,50.0,54.5
-4.5,46.9,4.5,-5.0,43.0,43.0,58.6,58.8,46.0,49.8,58.8
-10.4,55.9,4.5,-11.2,52.9,52.9,66.2,65.5,54.3,49.8,65.5
-10.4,57.0,4.5,-10.8,56.5,56.5,75.0,71.1,55.4,49.8,71.1
-11.0,55.9,4.0,-11.9,53.6,53.6,66.7,65.8,54.3,49.5,65.8
-11.3,53.1,3.6,-12.8,46.9,46.9,66.6,65.8,52.0,49.3,65.8
-11.3,44.1,3.6,-13.1,41.2,41.2,61.0,61.0,43.2,49.3,61.0
3.1,41.0,3.6,3.2,36.9,36.9,48.7,48.9,40.1,49.3,48.9
3.6,39.9,3.6,4.0,34.5,34.5,47.3,47.7,39.0,49.3,47.7
2.7,37.9,3.1,2.9,32.0,32.0,47.7,47.8,37.0,49.1,47.8
5.2,37.0,3.1,5.8,29.5,29.5,45.0,45.3,36.1,49.1,45.3
11.5,35.1,3.1,11.9,30.7,30.7,40.1,40.3,34.3,49.1,40.3
8.1,35.1,3.1,8.6,29.8,29.8,44.8,44.8,34.3,48.9,44.8
5.6,43.0,2.0,5.8,39.4,39.4,45.7,45.9,42.6,48.6,45.9
2.0,43.0,2.0,2.0,37.4,37.4,49.5,49.5,42.1,48.4,49.5
-0.9,46.9,2.0,-1.1,41.9,41.9,52.5,52.5,46.0,48.2,52.5
-2.5,48.9,2.0,-2.7,41.7,41.7,52.9,53.1,48.0,48.0,53.1
0.5,48.0,2.0,0.7,41.7,41.7,50.7,50.9,47.1,48.0,50.9
-2.2,46.0,1.4,-2.2,45.3,45.3,51.6,51.8,45.1,47.7,51.8
-1.1,45.0,1.4,-1.3,41.4,41.4,51.1,51.3,44.1,47.5,51.3
-3.1,46.0,1.4,-3.2,41.0,41.0,52.3,52.7,44.6,47.3,52.7
-6.5,45.0,1.1,-7.0,41.2,41.2,56.3,56.3,44.1,46.9,56.3
-6.5,51.1,1.1,-7.2,48.0,48.0,56.1,56.3,50.0,46.9,56.3
-4.5,51.1,1.1,-5.0,46.6,46.6,54.3,54.5,49.5,46.8,54.5
-0.9,50.0,0.5,-1.1,45.0,45.0,51.4,51.4,47.7,46.4,51.4
-1.6,50.0,0.5,-1.8,46.0,46.0,51.6,51.8,47.7,46.4,51.8
-2.3,50.0,0.5,-2.7,46.0,46.0,52.9,52.9,48.0,46.2,52.9
-5.6,35.1,0.5,-6.3,29.8,29.8,54.0,54.7,34.0,46.2,54.7
8.1,32.0,0.5,8.3,24.8,24.8,41.5,41.7,30.4,46.0,41.7
8.6,34.0,0.0,9.0,30.2,30.2,39.6,39.9,32.5,45.7,39.9
9.0,32.0,0.0,9.5,24.8,24.8,40.1,40.3,30.9,45.7,40.3
5.4,36.0,0.0,5.6,31.1,31.1,42.8,43.0,34.7,45.7,43.0
4.5,36.0,0.0,4.7,30.2,30.2,42.6,43.0,34.7,45.5,43.0
5.9,34.0,0.0,6.3,24.4,24.4,44.8,44.6,32.7,45.5,44.6
-0.5,37.9,0.0,-0.5,33.3,33.3,48.6,49.1,36.7,45.5,49.1
4.0,36.0,0.0,4.1,30.2,30.2,48.4,48.0,34.7,45.5,48.0
-10.6,53.1,0.0,-12.2,49.8,49.8,58.3,58.5,51.4,45.5,58.5
-5.0,52.0,0.0,-5.0,50.0,50.0,53.4,53.4,50.0,45.5,53.4
-4.5,48.9,0.0,-4.5,48.9,48.9,52.7,52.9,48.4,45.5,52.9
-3.1,46.9,0.0,-3.1,46.9,46.9,52.2,52.0,46.6,45.5,52.0
-6.1,52.0,0.0,-6.5,48.7,48.7,54.0,54.1,50.0,45.5,54.1
-2.7,46.9,0.0,-2.7,46.9,46.9,50.9,51.1,46.6,45.5,51.1
-1.4,45.0,0.0,-1.4,41.2,41.2,51.1,51.1,44.1,45.3,51.1
-6.5,46.0,0.0,-7.0,41.9,41.9,53.8,54.1,45.1,45.3,54.1
-1.1,44.1,0.0,-1.1,40.6,40.6,48.6,48.7,43.0,45.1,48.7
-0.9,42.1,0.0,-1.1,37.9,37.9,47.8,48.0,41.2,45.0,48.0
1.1,39.9,0.0,1.1,35.1,35.1,46.2,46.2,39.0,45.0,46.2
0.5,41.0,0.0,0.7,31.5,31.5,47.5,47.7,40.1,45.0,47.7
-1.8,45.0,0.0,-2.0,38.1,38.1,48.9,49.1,43.5,45.0,49.1
2.2,43.0,0.0,2.3,35.6,35.6,45.9,46.0,42.1,45.0,46.0
2.5,43.0,0.0,3.1,34.0,34.0,45.9,46.0,41.5,44.8,46.0
-0.9,39.9,0.0,-1.1,35.6,35.6,47.7,48.0,38.1,44.6,48.0
2.2,37.0,0.0,2.3,32.2,32.2,43.9,44.1,35.4,44.4,44.1
8.1,34.0,0.0,8.6,27.3,27.3,40.3,40.3,32.4,44.4,40.3
4.0,37.9,0.0,4.5,28.6,28.6,44.8,44.8,36.3,44.2,44.8
-1.4,45.0,0.0,-1.6,40.6,40.6,48.6,48.7,42.6,44.1,48.7
-1.4,44.1,0.0,-1.4,39.6,39.6,48.4,48.6,41.7,44.1,48.6
-5.4,43.0,0.0,-5.8,35.6,35.6,52.5,52.7,40.8,43.9,52.7
-0.4,44.1,0.0,-0.4,41.2,41.2,48.4,48.6,42.3,43.9,48.6
0.5,43.0,0.0,0.5,39.4,39.4,47.3,47.5,40.8,43.9,47.5
-3.4,45.0,0.0,-3.6,41.2,41.2,51.1,51.3,42.6,43.7,51.3
-5.4,48.0,0.0,-6.3,41.0,41.0,52.9,53.1,45.7,43.7,53.1
-4.9,39.9,0.0,-5.6,39.9,39.9,51.6,52.2,37.8,43.7,52.2
3.6,34.0,0.0,3.8,29.5,29.5,42.6,43.0,32.0,43.7,43.0
7.6,32.0,0.0,8.1,25.5,25.5,39.4,39.6,30.2,43.9,39.6
7.9,33.1,0.0,9.0,25.9,25.9,40.6,40.6,31.1,43.9,40.6
4.7,39.9,0.0,5.8,31.1,31.1,43.7,43.7,38.1,43.9,43.7
1.4,37.0,0.0,1.6,30.9,30.9,45.1,45.5,35.4,43.9,45.5
5.0,35.1,0.0,5.2,29.1,29.1,41.7,41.9,33.4,43.9,41.9
6.5,35.1,0.0,7.4,25.2,25.2,41.5,41.7,33.4,43.9,41.7
4.7,37.0,0.0,5.6,26.2,26.2,42.4,42.6,35.4,43.9,42.6
7.2,36.0,0.0,7.7,26.6,26.6,40.1,40.3,34.3,43.9,40.3
7.6,34.0,0.0,8.3,26.8,26.8,39.2,39.4,32.5,44.1,39.4
10.1,32.0,0.0,10.8,23.7,23.7,38.8,38.8,30.4,44.1,38.8
5.6,37.9,0.0,5.9,32.7,32.7,42.8,42.8,36.3,44.2,42.8
2.5,41.0,0.0,2.9,33.8,33.8,46.2,46.2,39.2,44.4,46.2
-0.4,45.0,0.0,-0.4,36.5,36.5,49.5,49.5,43.2,44.4,49.5
-5.9,50.0,0.0,-7.0,43.2,43.2,53.4,53.6,48.0,44.6,53.6
-0.9,46.9,0.0,-0.9,41.7,41.7,49.3,49.5,44.4,44.6,49.5
-2.5,46.9,0.0,-2.5,43.9,43.9,50.4,50.4,45.0,44.6,50.4
-3.4,46.9,0.0,-3.6,43.0,43.0,52.0,52.0,45.1,44.6,52.0
-6.5,50.0,0.0,-7.0,43.5,43.5,54.1,54.3,48.0,44.8,54.3
-4.0,50.0,0.0,-4.3,45.5,45.5,52.7,52.7,48.0,44.8,52.7
-7.9,52.0,0.0,-8.6,46.9,46.9,55.4,55.6,50.0,44.8,55.6
-5.4,46.0,0.0,-5.8,43.0,43.0,53.1,53.4,44.1,44.6,53.4
-2.0,44.1,0.0,-2.0,41.2,41.2,50.0,50.0,42.6,44.6,50.0
-1.4,46.0,0.0,-1.6,41.9,41.9,50.4,50.4,44.1,44.6,50.4
-5.9,50.0,0.0,-6.3,46.0,46.0,53.4,53.6,48.0,44.4,53.6
-2.9,39.9,0.0,-3.2,36.3,36.3,50.5,51.1,38.1,44.4,51.1
4.0,37.9,0.0,4.1,32.0,32.0,43.5,43.7,36.3,44.6,43.7
2.0,36.0,0.0,2.2,30.2,30.2,45.3,45.5,34.3,44.6,45.5
2.0,36.0,0.0,2.0,30.2,30.2,45.1,45.5,34.3,44.6,45.5
4.0,35.1,0.0,4.3,26.6,26.6,45.7,45.7,33.4,44.4,45.7
0.9,37.9,0.0,0.9,33.3,33.3,46.8,47.1,36.0,44.4,47.1
5.4,36.0,0.0,5.6,31.6,31.6,43.2,43.3,34.0,44.4,43.3
4.0,39.0,0.0,4.7,32.2,32.2,44.6,44.6,36.9,44.4,44.6
2.9,41.0,0.0,3.2,31.3,31.3,46.2,46.2,38.8,44.4,46.2
0.0,45.0,0.0,0.0,38.8,38.8,48.6,48.7,42.6,44.4,48.7
-0.7,44.1,0.0,-0.9,34.9,34.9,48.6,48.7,41.7,44.4,48.7
-1.4,39.9,0.0,-1.4,33.6,33.6,48.6,48.9,37.8,44.6,48.9
3.4,37.0,0.0,3.8,32.2,32.2,47.5,47.3,35.4,44.8,47.3
-3.6,46.0,0.0,-4.0,38.8,38.8,51.8,52.0,43.7,44.8,52.0
0.9,42.1,0.0,0.9,34.9,34.9,46.9,47.3,40.3,45.0,47.3
2.5,39.9,0.0,2.7,34.9,34.9,45.5,45.7,38.1,45.0,45.7
1.4,39.0,0.0,1.6,32.4,32.4,47.1,47.3,37.2,45.1,47.3
0.0,42.1,0.0,0.0,39.4,39.4,49.3,49.3,40.6,45.1,49.3
-2.5,41.0,0.0,-2.9,33.4,33.4,50.2,50.5,39.2,45.1,50.5
4.3,39.0,0.0,4.7,33.4,33.4,43.7,43.9,37.8,45.3,43.9
2.9,37.9,0.0,3.2,28.6,28.6,45.0,45.1,36.7,45.3,45.1
0.0,37.9,0.0,0.0,29.8,29.8,47.8,48.0,36.7,45.3,48.0
-4.0,39.0,0.0,-4.1,33.4,33.4,50.7,51.1,38.1,45.3,51.1
-1.8,37.0,0.0,-2.0,34.5,34.5,49.8,50.2,36.1,45.5,50.2
2.2,37.9,0.0,2.2,34.0,34.0,46.8,47.1,37.0,45.5,47.1
0.2,39.9,0.0,0.2,31.8,31.8,49.6,49.6,39.0,45.7,49.6
-2.3,46.0,0.0,-2.7,39.0,39.0,51.3,51.4,44.6,45.7,51.4
-1.8,46.9,0.0,-2.0,41.5,41.5,51.3,51.3,45.5,45.7,51.3
-2.3,46.0,0.0,-2.5,39.2,39.2,51.1,51.3,44.6,45.7,51.3
-1.4,45.0,0.0,-1.6,35.8,35.8,50.5,50.7,43.5,45.7,50.7
-1.8,42.1,0.0,-2.0,39.6,39.6,50.2,50.4,40.6,45.7,50.4
0.7,39.0,0.0,0.7,34.0,34.0,47.3,47.7,37.8,45.7,47.7
3.6,37.0,0.0,3.8,32.0,32.0,45.7,45.9,36.1,45.7,45.9
1.8,39.9,0.0,2.0,35.6,35.6,48.6,48.6,39.0,45.5,48.6
0.0,46.0,0.0,0.0,43.0,43.0,49.1,49.3,44.6,45.5,49.3
-3.4,46.0,0.0,-4.0,37.2,37.2,51.8,52.0,44.1,45.5,52.0
1.1,44.1,0.0,1.3,35.8,35.8,48.4,48.6,42.6,45.5,48.6
-1.8,45.0,0.0,-2.3,33.4,33.4,50.7,50.9,43.5,45.5,50.9
-0.4,43.0,0.0,-0.4,33.8,33.8,48.9,49.1,41.2,45.5,49.1
2.5,39.0,0.0,2.7,33.4,33.4,45.9,46.2,37.2,45.5,46.2
5.6,37.0,0.0,5.9,30.9,30.9,43.9,43.9,35.8,45.5,43.9
3.6,39.0,0.0,4.1,34.0,34.0,46.8,46.8,37.8,45.7,46.8
3.6,43.0,0.0,4.1,35.1,35.1,46.0,46.0,41.2,45.7,46.0
-0.5,42.1,0.0,-0.5,35.1,35.1,49.1,49.5,40.6,45.9,49.5
2.9,39.0,0.0,3.1,35.2,35.2,45.9,46.2,37.8,45.9,46.2
2.0,37.0,0.0,2.2,31.6,31.6,47.7,47.8,36.1,45.9,47.8
4.5,39.9,0.0,5.0,35.2,35.2,46.4,46.4,39.0,45.9,46.4
2.0,41.0,0.0,2.2,37.6,37.6,47.5,47.7,39.7,45.9,47.7
1.1,39.9,0.0,1.1,35.6,35.6,49.1,49.1,39.0,46.0,49.1
